,序号,区县,名   称,方向,相交道路,Unnamed: 5
52,53,西城,西皇城根南街礼王府门前,南向北,西皇城根南街,
53,54,西城,西皇城根南街与西安门大街交叉口南,南向北,西皇城根南街,西安门大街
54,55,朝阳,大鲁店北路芳草地国际学校门前,东向西,大鲁店北路,
55,56,朝阳,外交部南街与三丰路交叉口,东向西,外交部南街,三丰路
56,57,丰台,丰台北大街丽泽中学门前,东向西,丰台北大街,
57,58,丰台,水衙沟路丰台实验学校门前,东向西,水衙沟路,
58,59,丰台,马家堡西路与嘉和路交叉口,全方向,马家堡西路,嘉和路
59,60,丰台,丰桥路与休闲街交叉口,全方向,休闲街,丰桥路
60,61,大兴,枣园东巷与枣园巷交叉口,东向西,枣园东巷,枣园巷
61,62,大兴,枣园东巷与枣园巷交叉口,西向东,枣园东巷,枣园巷
62,63,大兴,枣园东巷与枣园巷交叉口,南向北,枣园东巷,枣园巷
63,64,大兴,枣园东巷与枣园巷交叉口,北向南,枣园东巷,枣园巷
64,65,大兴,崔曹路曹辛庄村委会西侧260米路口,东向西,无名路,崔曹路
65,66,大兴,崔曹路曹辛庄村委会西侧260米路口,西向东,无名路,崔曹路
66,67,大兴,崔曹路曹辛庄村委会东侧340米路口,东向西,无名路,崔曹路
67,68,大兴,崔曹路曹辛庄村委会东侧340米路口,西向东,无名路,崔曹路
68,69,大兴,南中轴路与庞安路交叉口,西向东,南中轴路,庞安路
69,70,大兴,黄马路广平大街路口南20米,南向北,广平大街,黄马路
70,71,大兴,黄良路六合庄南口南10米,南向北,左堤路,黄良路
71,72,大兴,小羊坊南街康碱路口东50米路北,全方向,小羊坊南街,
72,73,大兴,小羊坊南街康碱路口东290米路南,全方向,小羊坊南街,
73,74,顺义,府前中街与光明街交叉路口西侧,西向东,府前中街,
74,75,通州,运河西大街运河中学门前,西向东,运河西大街,
75,76,平谷,崔杏路与平瑞街交叉路口,北向南,崔杏路,平瑞街
76,77,平谷,崔杏路与平瑞街交叉路口,南向北,崔杏路,平瑞街
77,78,平谷,崔杏路与平瑞街交叉路口,西向东,崔杏路,平瑞街
78,79,平谷,崔杏路与平瑞街交叉路口,东向西,崔杏路,平瑞街
79,80,平谷,密三路与平瑞街交叉路口,西向东,密三路,平瑞街
80,81,平谷,密三路与平瑞街交叉路口,东向西,密三路,平瑞街
81,82,平谷,杨杏路张辛庄路口,北向南,杨杏路,平瑞街
82,83,平谷,杨杏路张辛庄路口,南向北,杨杏路,平瑞街
83,84,平谷,杨杏路张辛庄路口,西向东,杨杏路,平瑞街
84,85,平谷,杨杏路张辛庄路口,东向西,杨杏路,平瑞街
85,86,平谷,西太平庄路口,西向东,云打路,顺平南线
86,87,平谷,西太平庄路口,东向西,云打路,顺平南线
87,88,平谷,西太平庄西口,北向南,东撞路,顺平南线
88,89,平谷,西太平庄西口,西向东,东撞路,顺平南线
89,90,平谷,西太平庄西口,东向西,东撞路,顺平南线
90,91,平谷,平瑞街黎各庄村东,东向西,平瑞街,
91,92,平谷,平瑞街黎各庄村东,西向东,平瑞街,
92,93,平谷,平瑞街北城子村,东向西,平瑞街,
93,94,平谷,顺平南线西太平庄村,东向西,顺平南线,
94,95,平谷,顺平南线西太平庄村,西向东,顺平南线,
95,96,平谷,盈谷小区北门外,西向东,顺平路,
96,97,平谷,海泰家园路口西侧北,东向西,顺平路,
97,98,平谷,海泰家园路口西侧北,西向东,顺平路,
98,99,平谷,新平北路5号院南口北侧,东向西,顺平路,
99,100,平谷,承平园10号楼北侧,东向西,顺平路,
