,序号,区县,名   称,方向,相交道路,Unnamed: 5
64,65,东城,灯市口路口东南角,全方向,王府井大街,灯市口大街、灯市口西街
65,66,东城,金鱼胡同,全方向,王府井大街、东单北大街、东四南大街、校尉胡同,金鱼胡同
66,67,东城,校尉胡同北口,全方向,校尉胡同,金鱼胡同
67,68,东城,丽苑公寓门前,全方向,金鱼胡同,
68,69,东城,中国国旅总社对面,全方向,金鱼胡同,
69,70,东城,安定门东大街,全方向,安定门内大街、安定门外大街,安定门东大街、安定门西大街
70,71,东城,安定门东大街雍和大厦门前,全方向,安定门东大街,
71,72,东城,安定门东大街出入境管理处,全方向,安定门东大街,
72,73,东城,安定门外大街,全方向,安定门外大街,安定门东大街
73,74,东城,安定门桥东北角,全方向,安定门外大街,安定门东大街
74,75,东城,安定门桥东南角,全方向,安定门内大街,安定门东大街
75,76,东城,珠市口东大街,全方向,崇文门外大街、前门东路、前门大街,珠市口东大街
76,77,东城,草场三条南口,全方向,草场三条,珠市口东大街
77,78,东城,永定门东街,全方向,景泰路、天坛东路,永定门东街
78,79,东城,景泰路,全方向,景泰路,永定门东街、桃杨路、安乐林路
79,80,东城,天坛公园南门,全方向,景泰路,永定门东街
80,81,东城,天坛东路,全方向,天坛东路,体育馆路、龙潭路、左安门西街
81,82,东城,体育馆路,全方向,天坛东路、体育馆西路、幸福大街,体育馆路、光明路
82,83,东城,天坛公园东门,全方向,天坛东路,体育馆路
83,84,东城,王府井大街,全方向,王府井大街,五四大街、东四西大街、灯市口西街、灯市口大街、东安门大街、金鱼胡同、大纱帽胡同、东单三条、霞公府街
84,85,东城,北京人艺对面,全方向,王府井大街,
85,86,东城,华侨大厦门前,全方向,王府井大街,
86,87,东城,东安门大街,全方向,王府井大街、南河沿大街,东安门大街
87,88,东城,东安门大街19号东侧,全方向,东安门大街,
88,89,东城,东安门儿童剧场门前,全方向,东安门大街,
89,90,东城,霞公府街,全方向,南河沿大街、王府井大街、晨光街,霞公府街
90,91,东城,晨光街南口,全方向,南河沿大街、晨光街,霞公府街
91,92,东城,王府井西街,全方向,王府井西街,东安门大街
92,93,东城,南京大饭店对面,全方向,王府井西街,
93,94,东城,青龙胡同,全方向,东直门北小街,青龙胡同
94,95,东城,青龙胡同东口,全方向,东直门北小街,青龙胡同
95,96,东城,歌华大厦南门,全方向,青龙胡同,
96,97,东城,青龙社区委员会,全方向,青龙胡同,
97,98,东城,二号线雍和宫站B口,全方向,青龙胡同,
98,99,东城,南站幸福路,全方向,永外车站路,南站幸福路
99,100,东城,南站幸福路速8酒店门前,全方向,南站幸福路,
100,101,东城,永外车站路,全方向,永外车站路,南站幸福路、右安门东滨河路
101,102,东城,永外车站路东侧,全方向,永外车站路,南站幸福路
102,103,东城,永外车站路西侧,全方向,永外车站路,南站幸福路
103,104,东城,右安门东滨河路,全方向,右安门东滨河路,
104,105,东城,右安门东滨河路公交场站出口,全方向,右安门东滨河路,
105,106,东城,马家堡东路,全方向,马家堡东路,
106,107,东城,彭庄乙58号门前,全方向,南站幸福路,马家堡东路
107,108,东城,东单三条,全方向,东单北大街、校尉胡同,东单三条
108,109,东城,东方广场卸货中心,全方向,东单三条,
109,110,东城,东单三条邮政储蓄银行,全方向,东单三条,
110,111,东城,校尉胡同南口西南角,全方向,校尉胡同,东单三条
111,112,东城,校尉胡同,全方向,校尉胡同,金鱼胡同、东单三条
112,113,东城,协和医院西南门,全方向,校尉胡同,
113,114,东城,协和医院西北门,全方向,校尉胡同,
114,115,东城,校尉胡同北口,全方向,校尉胡同,金鱼胡同
115,116,东城,校尉胡同南口,全方向,校尉胡同,东单三条
116,117,东城,地安门东大街,全方向,地安门内大街、地安门外大街、北河沿大街、美术馆后街、交道口南大街,地安门东大街
117,118,东城,地安门东公交站,全方向,地安门东大街,
118,119,西城,南线里,全方向,广安门南街,
119,120,朝阳,四环路窑洼湖桥,外环,四环路,
120,121,海淀,玉渊潭南路与西翠路交叉口东,西向东,西翠路,玉渊潭南路
121,122,海淀,西翠路与朱各庄交叉口东,西向东,万寿庄路,朱各庄路
122,123,海淀,五棵松桥北,南向北,西四环,
123,124,海淀,黑泉路与西小口路交叉口,北向南,黑泉路,西小口路
124,125,丰台,群星路十八中门口,东向西,群星路,
125,126,丰台,北广场西侧人行步道,全方向,开阳路,
126,127,丰台,东进口掉头处,全方向,北京南站路,
127,128,丰台,南站南路地下停车场出口,全方向,北京南站路,
128,129,丰台,四路通路口2,全方向,北京南站路,
129,130,丰台,成铭宾馆,全方向,南站幸福路,
130,131,丰台,铁路派出所门前,全方向,南站幸福路,
131,132,丰台,幸福路北出口东侧,全方向,南站幸福路,
132,133,丰台,幸福路悦秀城,全方向,开阳路,南站幸福路
133,134,丰台,万芳桥北侧北向南方向,北向南,开阳路,
134,135,丰台,万芳桥北侧南向北方向,南向北,开阳路,
135,136,丰台,万芳桥南侧北向南方向,北向南,开阳路,
136,137,丰台,万芳桥南侧南向北方向,南向北,开阳路,
137,138,丰台,城管分队对面,全方向,北京南站路,
138,139,丰台,铁卫保安公司,全方向,北京南站路,
139,140,丰台,南站南路北侧保安岗出口,全方向,北京南站路,
140,141,丰台,南站南路南进口,全方向,北京南站路,
141,142,密云,顺密路与水源路交叉口,东向西,水源路,顺密路
142,143,密云,顺密路与水源路交叉口,西向东,水源路,顺密路
143,144,密云,顺密路与水源路交叉口,西向东,水源路,顺密路
144,145,密云,顺密路与阳光街交叉口,北向南,阳光街,滨河路
145,146,密云,密关路与新南路交叉口,北向南,京沈线,滨河路
146,147,密云,密关路与新南路交叉口,西向东,京沈线,滨河路
147,148,密云,密关路与新南路交叉口,西向东,京沈线,滨河路
148,149,密云,密关路与鼓楼西大街交叉口,南向北,鼓楼西大街,滨河路
149,150,密云,密关路与新北路交叉口,北向南,新北路,密关路
150,151,密云,阳光街与檀东路交叉口,南向北,阳光街,檀东路
151,152,密云,阳光街与檀东路交叉口,西向东,阳光街,檀东路
152,153,密云,阳光街与檀营街交叉口,北向南,阳光街,檀营街
153,154,密云,阳光街与檀营街交叉口,南向北,阳光街,檀营街
154,155,密云,阳光街与檀营街交叉口,西向东,阳光街,檀营街
155,156,密云,阳光街与檀西路交叉口,南向北,阳光街,檀西路
156,157,密云,阳光街与檀西路交叉口,东向西,阳光街,檀西路
157,158,密云,阳光街与檀西路交叉口,西向东,阳光街,檀西路
158,159,密云,阳光街与新东路交叉口,南向北,阳光街,新东路
159,160,密云,阳光街与新中街交叉口,北向南,阳光街,新中街
160,161,密云,阳光街与新中街交叉口,西向东,阳光街,新中街
161,162,密云,鼓楼东大街与行宫街交叉口,北向南,鼓楼东大街,行宫街
162,163,密云,鼓楼东大街与新东路交叉口,北向南,鼓楼东大街,新东路
163,164,密云,鼓楼东大街与新东路交叉口,东向西,鼓楼东大街,新东路
164,165,密云,鼓楼东大街与新东路交叉口,东向西,鼓楼东大街,新东路
165,166,密云,鼓楼东大街与南大街交叉口,北向南,鼓楼东大街,鼓楼北大街
166,167,密云,鼓楼东大街与南大街交叉口,南向北,鼓楼东大街,鼓楼南大街
167,168,密云,鼓楼东大街与南大街交叉口,东向西,鼓楼东大街,鼓楼北大街
168,169,密云,新西路与西门外大街交叉口,西向东,西门外大街,新西路
169,170,密云,新西路与西门外大街交叉口,西向东,西门外大街,新西路
170,171,密云,密西路与果园西路交叉口,南向北,密西路,果园西路
171,172,密云,密西路与果园西路交叉口,东向西,密西路,果园西路
172,173,密云,城后街与新东路交叉口,南向北,城后街,新东路
173,174,密云,城后街与新中路交叉口,西向东,城后街,新中街
174,175,密云,檀西路与新北路交叉口,北向南,新北路,檀西路
175,176,密云,行宫街与新北路交叉口,南向北,新北路,行宫街
176,177,密云,行宫街与新北路交叉口,东向西,新北路,行宫街
177,178,密云,新东路与新北路交叉口,北向南,新北路,新东路
178,179,密云,新东路与新北路交叉口,东向西,新北路,新东路
179,180,密云,新西路与新北路交叉口,西向东,新北路,新西路
180,181,密云,果园西路与果园北街交叉口,北向南,果园北街,果园西路
181,182,密云,果园西路与果园南街交叉口,北向南,果园南街,果园西路
182,183,密云,果园西路与果园南街交叉口,西向东,果园南街,果园西路
183,184,密云,果园中街与兴云路交叉口,西向东,果园南街,果园西路
184,185,密云,顺密路与水源路交叉口,南向北,滨河路,
185,186,密云,新北路与檀西路交叉口,东向西,新北路,檀西路
186,187,密云,新北路与果园西路交叉口,西向东,新北路,果园西路
187,188,密云,城后街与行宫街交叉口,东向西,城后街,行宫街
188,189,密云,城后街与新西路交叉口,西向东,城后街,新西路
189,190,密云,东源路与行宫街交叉口,东向西,东源路,行宫街
190,191,密云,东源路与新中街交叉口,西向东,东源路,新中街
191,192,密云,鼓楼西大街与鼓楼南大街交叉口,东向西,鼓楼西大街,鼓楼南大街
192,193,密云,鼓楼西大街与滨河路交叉口,西向东,鼓楼西大街,滨河路
193,194,密云,鼓楼东大街与长城环岛交叉口,东向西,鼓楼东大街,
194,195,密云,鼓楼东大街与鼓楼南大街交叉口,西向东,鼓楼东大街,鼓楼南大街
195,196,密云,檀西路与站东路交叉口,北向南,站东路,檀西路
196,197,密云,檀西路与水源东路交叉口,南向北,水源东路,檀西路
197,198,密云,果园西路与新北路交叉口,北向南,新北路,果园西路
198,199,密云,鼓楼北大街与城后街交叉口,北向南,城后街,鼓楼北大街
199,200,密云,新东路与水源东路交叉口,南向北,水源东路,新东路
200,201,密云,行宫街与站东路交叉口,北向南,站东路,行宫街
201,202,密云,行宫街与鼓楼东大街交叉口,南向北,鼓楼东大街,行宫街
202,203,密云,顺密路K30路段1号杆,南向北,顺密路,
203,204,密云,密关路16号出口K29路段1号杆,南向北,密关路,
204,205,密云,顺密路万象汇K31路段1号杆,北向南,顺密路,
205,206,密云,顺密路茉莉山庄K31路段1号杆,南向北,顺密路,
206,207,密云,顺密路太杨公园K32路段1号杆,北向南,顺密路,
207,208,密云,顺密路太杨公园K32路段2号杆,南向北,顺密路,
208,209,密云,顺密路太杨公园K32路段3号杆,北向南,顺密路,
209,210,密云,顺密路赏元轩嘉园K32路段1号杆,南向北,顺密路,
210,211,密云,密关路全民体育健身公园K0路段1号杆,南向北,密关路,
211,212,密云,密关路全民体育健身公园K0路段3号杆,北向南,密关路,
212,213,密云,密关路时光公园K1路段1号杆,南向北,密关路,
213,214,密云,密关路K1路段2号杆,北向南,密关路,
214,215,密云,密关路铁桥K3路段2号杆,南向北,密关路,
215,216,密云,密关路白河公园K4路段2号杆,北向南,密关路,
216,217,密云,密关路西智村站牌K6路段1号杆,南向北,密关路,
217,218,密云,密关路东智北村K7路段2号杆,南向北,密关路,
218,219,密云,密关路溪翁庄村K11路段1号杆,南向北,密关路,
219,220,密云,密关路碧水花园小区K12路段2号杆,北向南,密关路,
220,221,密云,水库南线溪翁庄卫生服务中心K0路段1号杆,东向西,密关路,
221,222,密云,水库南线溪翁庄卫生服务中心K0路段2号杆,西向东,密关路,
222,223,密云,水库南线麓秀佳园小区K0路段1号杆,西向东,密关路,
223,224,密云,渔街口门子村K2路段3号杆,西向东,密关路,
224,225,密云,顺密路太杨家园违法停车K32路段4号杆,北向南,顺密路,
225,226,密云,顺密路与水源路交叉口,南向北,顺密路,
226,227,密云,顺密路少年宫违法停车K32路段1号杆,北向南,顺密路,
227,228,密云,密关路溪翁庄违法停车K12路段2号杆,南向北,密关路,
228,229,密云,阳光街东向西方向1号杆,东向西,阳光街,
229,230,密云,阳光街西向东方向13号杆,西向东,阳光街,
230,231,密云,阳光街东向西方向2号杆,东向西,阳光街,
231,232,密云,阳光街西向东方向12号杆,西向东,阳光街,
232,233,密云,阳光街东向西方向4号杆,东向西,阳光街,
233,234,密云,阳光街西向东方向10号杆,西向东,阳光街,
234,235,密云,阳光街西向东方向11号杆,西向东,阳光街,
235,236,密云,阳光街东向西方向5号杆,东向西,阳光街,
236,237,密云,阳光街东向西方向6号杆,东向西,阳光街,
237,238,密云,阳光街西向东方向8号杆,西向东,阳光街,
238,239,密云,阳光街西向东方向9号杆,西向东,阳光街,
239,240,密云,阳光街东向西方向7号杆,东向西,阳光街,
240,241,密云,阳光街东向西方向8号杆,东向西,阳光街,
241,242,密云,阳光街西向东方向6号杆,西向东,阳光街,
242,243,密云,阳光街西向东方向7号杆,西向东,阳光街,
243,244,密云,阳光街东向西方向9号杆,东向西,阳光街,
244,245,密云,阳光街东向西方向10号杆,东向西,阳光街,
245,246,密云,阳光街西向东方向5号杆,西向东,阳光街,
246,247,密云,阳光街西向东方向4号杆,西向东,阳光街,
247,248,密云,阳光街东向西方向11号杆,东向西,阳光街,
248,249,密云,阳光街西向东方向3号杆,西向东,阳光街,
249,250,密云,鼓楼东大街西向东方向1号杆,西向东,鼓楼东大街,
250,251,密云,鼓楼东大街东向西方向1号杆,东向西,鼓楼东大街,
251,252,密云,鼓楼东大街东向西方向2号杆,东向西,鼓楼东大街,
252,253,密云,密西路东向西方向1号杆,东向西,密西路,
253,254,密云,密西路东向西方向2号杆,东向西,密西路,
254,255,密云,密西路东向西方向3号杆,东向西,密西路,
255,256,密云,密西路西向东方向4号杆,西向东,密西路,
256,257,密云,密西路西向东方向5号杆,西向东,密西路,
257,258,密云,密西路西向东方向6号杆,西向东,密西路,
258,259,密云,密西路东向西方向4号杆,东向西,密西路,
259,260,密云,密西路东向西方向5号杆,东向西,密西路,
260,261,密云,密西路西向东方向2号杆,西向东,密西路,
261,262,密云,密西路西向东方向3号杆,西向东,密西路,
262,263,密云,密西路东向西方向6号杆,东向西,密西路,
263,264,密云,密西路西向东方向1号杆,西向东,密西路,
264,265,密云,城后街东向西方向1号杆,东向西,城后街,
265,266,密云,城后街西向东方向10号杆,西向东,城后街,
266,267,密云,城后街东向西方向2号杆,东向西,城后街,
267,268,密云,城后街东向西方向3号杆,东向西,城后街,
268,269,密云,城后街东向西方向4号杆,东向西,城后街,
269,270,密云,城后街西向东方向7号杆,西向东,城后街,
270,271,密云,城后街西向东方向8号杆,西向东,城后街,
271,272,密云,城后街西向东方向9号杆,西向东,城后街,
272,273,密云,城后街东向西方向5号杆,东向西,城后街,
273,274,密云,城后街东向西方向6号杆,东向西,城后街,
274,275,密云,城后街西向东方向5号杆,西向东,城后街,
275,276,密云,城后街西向东方向6号杆,西向东,城后街,
276,277,密云,城后街东向西方向8号杆,东向西,城后街,
277,278,密云,城后街东向西方向9号杆,东向西,城后街,
278,279,密云,城后街东向西方向10号杆,东向西,城后街,
279,280,密云,城后街西向东方向1号杆,西向东,城后街,
280,281,密云,城后街西向东方向2号杆,西向东,城后街,
281,282,密云,城后街西向东方向3号杆,西向东,城后街,
282,283,密云,城后街西向东方向4号杆,西向东,城后街,
283,284,密云,檀西路北向南方向1号杆,北向南,檀西路,
284,285,密云,檀西路北向南方向2号杆,北向南,檀西路,
285,286,密云,檀西路北向南方向3号杆,北向南,檀西路,
286,287,密云,檀西路南向北方向8号杆,南向北,檀西路,
287,288,密云,檀西路南向北方向9号杆,南向北,檀西路,
288,289,密云,檀西路南向北方向10号杆,南向北,檀西路,
289,290,密云,檀西路北向南方向4号杆,北向南,檀西路,
290,291,密云,檀西路北向南方向5号杆,北向南,檀西路,
291,292,密云,檀西路北向南方向6号杆,北向南,檀西路,
292,293,密云,檀西路北向南方向7号杆,北向南,檀西路,
293,294,密云,檀西路南向北方向4号杆,南向北,檀西路,
294,295,密云,檀西路南向北方向5号杆,南向北,檀西路,
295,296,密云,檀西路南向北方向6号杆,南向北,檀西路,
296,297,密云,檀西路南向北方向7号杆,南向北,檀西路,
297,298,密云,檀西路北向南方向8号杆,北向南,檀西路,
298,299,密云,檀西路南向北方向3号杆,南向北,檀西路,
299,300,密云,檀西路北向南方向9号杆,北向南,檀西路,
300,301,密云,檀西路南向北方向2号杆,南向北,檀西路,
301,302,密云,檀西路北向南方向10号杆,北向南,檀西路,
302,303,密云,檀西路南向北方向1号杆,南向北,檀西路,
303,304,密云,行宫街北向南方向1号杆,北向南,行宫街,
304,305,密云,行宫街北向南方向2号杆,北向南,行宫街,
305,306,密云,行宫街北向南方向3号杆,北向南,行宫街,
306,307,密云,行宫街南向北方向7号杆,南向北,行宫街,
307,308,密云,行宫街南向北方向8号杆,南向北,行宫街,
308,309,密云,行宫街南向北方向9号杆,南向北,行宫街,
309,310,密云,行宫街北向南方向4号杆,北向南,行宫街,
310,311,密云,行宫街北向南方向5号杆,北向南,行宫街,
311,312,密云,行宫街南向北方向4号杆,南向北,行宫街,
312,313,密云,行宫街南向北方向5号杆,南向北,行宫街,
313,314,密云,行宫街北向南方向6号杆,北向南,行宫街,
314,315,密云,行宫街南向北方向3号杆,南向北,行宫街,
315,316,密云,行宫街北向南方向7号杆,北向南,行宫街,
316,317,密云,行宫街南向北方向2号杆,南向北,行宫街,
317,318,密云,行宫街北向南方向8号杆,北向南,行宫街,
318,319,密云,行宫街南向北方向1号杆,南向北,行宫街,
319,320,密云,新东路北向南方向1号杆,北向南,新东路,
320,321,密云,新东路北向南方向2号杆,北向南,新东路,
321,322,密云,新东路南向北方向5号杆,南向北,新东路,
322,323,密云,新东路南向北方向4号杆,南向北,新东路,
323,324,密云,新东路北向南方向4号杆,北向南,新东路,
324,325,密云,新东路南向北方向3号杆,南向北,新东路,
325,326,密云,新东路北向南方向5号杆,北向南,新东路,
326,327,密云,新东路北向南方向6号杆,北向南,新东路,
327,328,密云,新东路南向北方向2号杆,南向北,新东路,
328,329,密云,新东路北向南方向7号杆,北向南,新东路,
329,330,密云,新东路南向北方向1号杆,南向北,新东路,
330,331,密云,东源路西向东方向2号杆,西向东,东源路,
331,332,密云,东源路东向西方向1号杆,东向西,东源路,
332,333,密云,东源路东向西方向2号杆,东向西,东源路,
333,334,密云,东源路西向东方向1号杆,西向东,东源路,
334,335,密云,育才路北向南方向1号杆,北向南,育才路,
335,336,密云,育才路南向北方向1号杆,南向北,育才路,
336,337,密云,新中街北向南方向5号杆,北向南,新中街,
337,338,密云,新中街南向北方向1号杆,南向北,新中街,
338,339,密云,新中街南向北方向2号杆,南向北,新中街,
339,340,密云,新中街北向南方向6号杆,北向南,新中街,
340,341,密云,果园西路南向北方向1号杆,南向北,果园西路,
341,342,密云,果园西路南向北方向2号杆,南向北,果园西路,
342,343,密云,果园西路北向南方向8号杆,北向南,果园西路,
343,344,密云,果园西路北向南方向9号杆,北向南,果园西路,
344,345,密云,果园西路北向南方向10号杆,北向南,果园西路,
345,346,密云,果园西路北向南方向11号杆,北向南,果园西路,
346,347,密云,果园西路南向北方向3号杆,南向北,果园西路,
347,348,密云,果园西路南向北方向4号杆,南向北,果园西路,
348,349,密云,果园西路南向北方向5号杆,南向北,果园西路,
349,350,密云,果园西路南向北方向6号杆,南向北,果园西路,
350,351,密云,果园西路南向北方向7号杆,南向北,果园西路,
351,352,密云,果园西路北向南方向1号杆,北向南,果园西路,
352,353,密云,果园西路北向南方向2号杆,北向南,果园西路,
353,354,密云,果园西路北向南方向3号杆,北向南,果园西路,
354,355,密云,果园西路北向南方向4号杆,北向南,果园西路,
355,356,密云,果园西路北向南方向5号杆,北向南,果园西路,
356,357,密云,果园西路北向南方向6号杆,北向南,果园西路,
357,358,密云,新北路东向西方向1号杆,东向西,新北路,
358,359,密云,阳光街东向西方向12号杆,东向西,阳光街,
359,360,密云,阳光街西向东方向2号杆,西向东,阳光街,
360,361,密云,阳光街西向东方向1号杆,西向东,阳光街,
361,362,密云,新中街南向北方向4号杆,南向北,新中街,
362,363,密云,新东路北向南方向3号杆,北向南,新东路,
363,364,密云,新东路南向北方向6号杆,南向北,新东路,
364,365,密云,X043（新南路）K0路段1号龙门,进京,新南路,G101国道
365,366,密云,X043（新南路）K0路段1号龙门,进京,新南路,G101国道
366,367,密云,X043（新南路）K0路段1号龙门,出京,G101国道,
367,368,密云,X043（新南路）K0路段1号龙门,出京,G101国道,
368,369,密云,X043（新南路）K0路段1号龙门,进京,G101国道,
369,370,密云,X043（新南路）K0路段1号龙门,出京,G101国道,
370,371,密云,G101国道与新西路交叉口,西向东,李各庄路,G101国道
371,372,密云,G101国道K61路段3号杆,南向北,G101国道,
372,373,密云,G101国道K65路段1号杆,南向北,G101国道,
373,374,密云,G101国道K65路段2号杆,南向北,G101国道,
374,375,密云,G101国道K66路段2号杆,南向北,G101国道,
375,376,密云,G101国道K70路段1号杆,东向西,G101国道,
376,377,密云,G101国道K70路段3号杆,东向西,G101国道,
377,378,密云,G101国道K70路段4号杆,西向东,G101国道,
378,379,密云,G101国道K69路段1号杆,西向东,G101国道,
379,380,密云,G101国道云北小区K69路段2号杆,西向东,G101国道,
380,381,密云,G101国道K70路段5号杆,西向东,G101国道,
381,382,密云,G101国道与新南路（西）交叉口,北向南,新南路,G101国道
382,383,密云,G101国道与密西路交叉口,东向西,密西路,G101国道
383,384,密云,G101国道与车站路交叉口,东向西,G101国道,车站路
384,385,密云,G101国道与车站路交叉口,南向北,G101国道,车站路
385,386,密云,G101国道与车站路交叉口,西向东,G101国道,车站路
386,387,密云,G101国道与车站路交叉口,西向东,G101国道,车站路
387,388,密云,G101国道与行宫街交叉口,西向东,G101国道,行宫街
388,389,密云,G101国道与檀营街交叉口,东向西,G101国道,
389,390,密云,G101国道与檀营北街交叉口,东向西,G101国道,
390,391,密云,G101国道与檀营北街交叉口,西向东,G101国道,
391,392,密云,G101国道与永泰路交叉口,北向南,G101国道,永泰路
392,393,密云,G101国道与永泰路交叉口,东向西,G101国道,永泰路
393,394,密云,G101国道与密关路交叉口,北向南,顺密路,
394,395,密云,滨河路与水源路交叉口,南向北,水源路,顺密路
395,396,密云,滨河路与水源路交叉口,南向北,水源路,顺密路
396,397,密云,密关路支线与渔街路段交叉口,东向西,渔街路段,密关路支线
397,398,密云,密关路支线与渔街路段交叉口,西向东,渔街路段,密关路支线
398,399,密云,密关路支线与渔街路段交叉口,南向北,渔街路段,密关路支线
399,400,密云,左堤路与兴盛南路交叉口,南向北,左堤路,兴盛南路
400,401,密云,左堤路与兴盛南路交叉口,东向西,左堤路,兴盛南路
401,402,密云,新南路与开发区路口交叉口,西向东,新南路,开发区路
402,403,密云,新南路与果园西路交叉口,北向南,新南路,果园西路
403,404,密云,新南路与果园西路交叉口,东向西,新南路,果园西路
404,405,密云,新南路与兴云路口,西向东,新南路,兴云路
405,406,密云,新南路与兴云路口,东向西,新南路,兴云路
406,407,密云,新南路与新西路交叉口,北向南,新南路,新西路
407,408,密云,鼓楼南大街与京密路交叉口,北向南,京密路,鼓楼南大街
408,409,密云,新中街与京密路交叉口1号,西向东,京密路,新中街
409,410,密云,新中街与京密路交叉口2号,西向东,京密路,新中街
410,411,密云,新东路与京密路交叉口,北向南,京密路,新东路
411,412,密云,新东路与京密路交叉口,南向北,京密路,新东路
412,413,密云,新东路与京密路交叉口1号,西向东,京密路,新东路
413,414,密云,新东路与京密路交叉口2号,西向东,京密路,新东路
414,415,密云,新南路与檀东路口交叉口,东向西,G101国道,檀东路
415,416,密云,新南路与新农村路交叉口,北向南,G101国道,新农村路
416,417,密云,新南路与新农村路交叉口,西向东,G101国道,新农村路
417,418,密云,新南路与密兴路交叉口,东向西,G101国道,密兴路
418,419,密云,新南路与密兴路交叉口,东向西,G101国道,密兴路
419,420,密云,新南路与密兴路交叉口,西向东,G101国道,密兴路
420,421,密云,G101国道K57路段1号杆,西向东,G101国道,
421,422,密云,G101国道K58路段1号杆,东向西,G101国道,
422,423,密云,G101国道K58路段3号杆,东向西,G101国道,
423,424,密云,G101国道K58路段2号杆,西向东,G101国道,
424,425,密云,G101国道K59路段1号杆,西向东,G101国道,
